"day","total_steps"
2024-06-13,2291
2024-06-14,2563
2024-06-15,3579
2024-06-16,3789
2024-06-17,7794
2024-06-18,3677
2024-06-19,10428
2024-06-20,3804
2024-06-21,5182
2024-06-22,8688
2024-06-23,2802
2024-06-24,2141
2024-06-25,4850
2024-06-26,5305
2024-06-27,7239
2024-06-28,6867
2024-06-29,1341
2024-06-30,8459
2024-07-01,6049
2024-07-02,15405
2024-07-03,6597
2024-07-04,5692
2024-07-05,5361
2024-07-06,10910
2024-07-07,3998
2024-07-08,3960
2024-07-09,14472
2024-07-10,5205
2024-07-11,9196
2024-07-12,8034
2024-07-13,7556
2024-07-14,1304
2024-07-15,1808
2024-07-16,3310
2024-07-17,3398
2024-07-18,1114
2024-07-19,10940
2024-07-20,2749
2024-07-21,12128
2024-07-22,5106
2024-07-23,2664
2024-07-24,14109
2024-07-25,1371
2024-07-26,6712
2024-07-27,14250
2024-07-28,4853
2024-07-29,2024
2024-07-30,2836
2024-07-31,1602
2024-08-01,2718
2024-08-02,4655
2024-08-03,2845
2024-08-04,4026
2024-08-05,7535
2024-08-06,4400
2024-08-07,7713
2024-08-08,5965
2024-08-09,4306
2024-08-10,798
2024-08-11,2639
2024-08-12,3761
2024-08-13,3261
2024-08-14,9911
2024-08-15,3454
2024-08-16,4025
2024-08-17,514
2024-08-18,7208
2024-08-19,8532
2024-08-20,8710
2024-08-21,1992
2024-08-22,5200
2024-08-23,6105
2024-08-24,9468
2024-08-25,5051
2024-08-26,5298
2024-08-27,2719
2024-08-28,7621
2024-08-29,8079
2024-08-30,16102
2024-08-31,6410
2024-09-01,3278
2024-09-02,3563
2024-09-03,5424
2024-09-04,6264
2024-09-05,4910
2024-09-06,7230
2024-09-07,23932
2024-09-08,2861
2024-09-09,6075
2024-09-10,5332
2024-09-11,5508
2024-09-12,2497
2024-09-13,3777
2024-09-14,7056
2024-09-15,12353
2024-09-16,2958
2024-09-17,9987
2024-09-18,5276
2024-09-19,7928
2024-09-20,5323
2024-09-21,3712
2024-09-22,3389
2024-09-23,1260
2024-09-24,11047
2024-09-25,2770
2024-09-26,2165
2024-09-27,6723
2024-09-28,2625
2024-09-29,9180
2024-09-30,7256
2024-10-01,4137
2024-10-02,799
2024-10-03,3777
2024-10-04,5665
2024-10-05,2897
2024-10-06,870
2024-10-07,10502
2024-10-08,8166
2024-10-09,5370
2024-10-10,8765
2024-10-11,5327
2024-10-12,5088
2024-10-13,5671
2024-10-14,5195
2024-10-15,3622
2024-10-16,1520
2024-10-17,2605
2024-10-18,9531
2024-10-19,6814
2024-10-20,3009
2024-10-21,8437
2024-10-22,6830
2024-10-23,1761
2024-10-24,5393
2024-10-25,8654
2024-10-26,6553
2024-10-27,6206
2024-10-28,7524
2024-10-29,2708
2024-10-30,6609
2024-10-31,2334
2024-11-01,18215
2024-11-02,1420
2024-11-03,7260
2024-11-04,1785
2024-11-05,2513
2024-11-06,6846
2024-11-07,4881
2024-11-08,8202
2024-11-09,3950
2024-11-10,13525
2024-11-11,3066
2024-11-12,5837
2024-11-13,2722
2024-11-14,5489
2024-11-15,8686
2024-11-16,2010
2024-11-17,4296
2024-11-18,5248
2024-11-19,6815
2024-11-20,8423
2024-11-21,5333
2024-11-22,9437
2024-11-23,13419
2024-11-24,20600
2024-11-25,4209
2024-11-26,5523
2024-11-27,7746
2024-11-28,3206
2024-11-29,5931
2024-11-30,12774
2024-12-01,2519
2024-12-02,4096
2024-12-03,5189
2024-12-04,2054
2024-12-05,4565
2024-12-06,10045
2024-12-07,3326
2024-12-08,1904
2024-12-09,11774
2024-12-10,5764
2024-12-11,3157
2024-12-12,4059
2024-12-13,5636
2024-12-14,873
2024-12-15,8037
2024-12-16,8132
2024-12-17,3108
2024-12-18,5633
2024-12-19,2577
2024-12-20,1428
2024-12-21,8499
2024-12-22,3908
2024-12-23,2949
2024-12-24,2919
2024-12-25,2328
2024-12-26,4579
2024-12-27,4484
2024-12-28,1820
2024-12-29,2846
2024-12-30,2630
2024-12-31,712
2025-01-01,176
2025-01-02,845
2025-01-03,1469
2025-01-04,6456
2025-01-05,705
2025-01-06,7404
2025-01-07,8908
2025-01-08,6892
2025-01-09,5560
2025-01-10,4568
2025-01-11,6171
2025-01-12,5954
2025-01-13,3202
2025-01-14,784
2025-01-15,4376
2025-01-16,1711
2025-01-17,4027
2025-01-18,918
2025-01-19,7329
2025-01-20,4348
2025-01-21,4732
2025-01-22,2301
2025-01-23,6502
2025-01-24,4865
2025-01-25,3978
2025-01-26,3700
2025-01-27,9958
2025-01-28,3175
2025-01-29,7148
2025-01-30,7207
2025-01-31,3217
2025-02-01,5497
2025-02-02,9848
2025-02-03,2201
2025-02-04,2249
2025-02-05,1776
2025-02-06,9143
2025-02-07,4226
2025-02-08,4763
2025-02-09,10838
2025-02-10,1218
2025-02-11,1121
2025-02-12,4789
2025-02-13,5823
2025-02-14,4238
2025-02-15,5343
2025-02-16,9235
2025-02-17,11543
2025-02-18,1350
2025-02-19,6161
2025-02-20,5242
2025-02-21,2670
2025-02-22,2749
2025-02-23,2819
2025-02-24,3921
2025-02-25,4730
2025-02-26,2241
2025-02-27,5402
2025-02-28,4158
2025-03-01,2805
2025-03-02,11626
2025-03-03,4635
2025-03-04,5928
2025-03-05,2698
2025-03-06,7756
2025-03-07,3993
2025-03-08,4782
2025-03-09,5730
2025-03-10,1515
2025-03-11,1850
2025-03-12,5568
2025-03-13,4480
2025-03-14,8312
2025-03-15,2787
2025-03-16,12142
2025-03-17,7639
2025-03-18,6982
2025-03-19,5149
2025-03-20,14762
2025-03-21,3965
2025-03-22,8124
2025-03-23,4626
2025-03-24,9552
2025-03-25,4232
2025-03-26,7773
2025-03-27,12861
2025-03-28,8799
2025-03-29,966
2025-03-30,5277
2025-03-31,2292
2025-04-01,6648
2025-04-02,1661
2025-04-03,5134
2025-04-04,5534
2025-04-05,3152
2025-04-06,2032
2025-04-07,3235
2025-04-08,3426
2025-04-09,6983
2025-04-10,4836
2025-04-11,5285
2025-04-12,9158
2025-04-13,1240
2025-04-14,1173
2025-04-15,7502
2025-04-16,2152
2025-04-17,3940
2025-04-18,1309
2025-04-19,5815
2025-04-20,1066
2025-04-21,4477
2025-04-22,4324
2025-04-23,5437
2025-04-24,2024
2025-04-25,3384
2025-04-26,2190
2025-04-27,2451
2025-04-28,6360
2025-04-29,6087
2025-04-30,10918
2025-05-01,6956
2025-05-02,12012
2025-05-03,14090
2025-05-04,23970
2025-05-05,11035
2025-05-06,9567
2025-05-07,2467
2025-05-08,8254
2025-05-09,3152
2025-05-10,4386
2025-05-11,1730
2025-05-12,4964
2025-05-13,6992
2025-05-14,9122
2025-05-15,2693
2025-05-16,6212
2025-05-17,1045
2025-05-18,3922
2025-05-19,2150
2025-05-20,9037
2025-05-21,6474
2025-05-22,3888
2025-05-23,2811
2025-05-24,6130
2025-05-25,3335
2025-05-26,4755
2025-05-27,4329
2025-05-28,4815
2025-05-29,2601
2025-05-30,3032
2025-05-31,4545
2025-06-01,2501
2025-06-02,3905
2025-06-03,4580
2025-06-04,5530
2025-06-05,1907
2025-06-06,812
2025-06-07,2495
2025-06-08,9443
2025-06-09,1935
2025-06-10,4649
2025-06-11,3998
2025-06-12,562
2025-06-13,4753
2025-06-14,1193
2025-06-15,11050
2025-06-16,3336
2025-06-17,2229
2025-06-18,4612
2025-06-19,8901
2025-06-20,3814
2025-06-21,10536
2025-06-22,1369
2025-06-23,4567
2025-06-24,5078
2025-06-25,3069
2025-06-26,2630
2025-06-27,4744
2025-06-28,4464
2025-06-29,5055
2025-06-30,1633
2025-07-01,3715
2025-07-02,1880
2025-07-03,3635
2025-07-04,3650
2025-07-05,7468
2025-07-06,3545
2025-07-07,3299
2025-07-08,1369
2025-07-09,2778
2025-07-10,5124
2025-07-11,1339
2025-07-12,9058
2025-07-13,5848
2025-07-14,3148
2025-07-15,4767
2025-07-16,2141
2025-07-17,2017
2025-07-18,2384
2025-07-19,7683
2025-07-20,8265
2025-07-21,6598
2025-07-22,3747
2025-07-23,5815
2025-07-24,6418
2025-07-25,3471
2025-07-26,8170
2025-07-27,3391
2025-07-28,4551
2025-07-29,9501
2025-07-30,4639
2025-07-31,7758
2025-08-01,3336
2025-08-02,3051
2025-08-03,1946
2025-08-04,1410
2025-08-05,3023
2025-08-06,7053
2025-08-07,8177
2025-08-08,5092
2025-08-09,13923
2025-08-10,6372
2025-08-11,4780
2025-08-12,9738
2025-08-13,2027
2025-08-14,8558
2025-08-15,2695
